accession	protein_name	sequence_length	header_line	genbank_id	genbank_link	subfamily	phenotype	natural_or_acquired
EIY5134504	OKP-B-193	286	EIY5134504.1 OKP family class A broad-spectrum beta-lactamase [Klebsiella quasipneumoniae]	ABFIEN010000007	http://www.ncbi.nlm.nih.gov/nuccore/ABFIEN010000007?from=203883&to=204743	OKP-B-like		N ( Klebsiella quasipneumoniae OTH-20-VL-SD-OK-0025)
BDS51133	OKP-B-194	286	BDS51133.1 broad-spectrum class A beta-lactamase [Klebsiella quasipneumoniae subsp. similipneumoniae]	LC732563	http://www.ncbi.nlm.nih.gov/nuccore/LC732563?from=1&to=861	OKP-B-like		N ( Klebsiella quasipneumoniae subsp. similipneumoniae 8CC2)
PUH04199	OKP-B-195	286	PUH04199.1 class A beta-lactamase [Klebsiella quasipneumoniae]	QBCD01000035	http://www.ncbi.nlm.nih.gov/nuccore/QBCD01000035?from=88274&to=89134&strand=2	OKP-B-like		N ( Klebsiella quasipneumoniae S009)
WP_343514535	OKP-B-196	286	WP_343514535.1 broad-spectrum class A beta-lactamase OKP-B-196 [Klebsiella quasipneumoniae]	NG_244984	http://www.ncbi.nlm.nih.gov/nuccore/NG_244984?from=101&to=961	OKP-B-like		N ( Klebsiella quasipneumoniae CDK7402)
MCP6746054	OKP-B-197	286	MCP6746054.1 SHV/LEN/OKP family class A beta-lactamase [Klebsiella quasipneumoniae]	JANBVT010000001	http://www.ncbi.nlm.nih.gov/nuccore/JANBVT010000001?from=881130&to=881990	OKP-B-like		N ( Klebsiella quasipneumoniae KP-W3A70)
HDK6715523	OKP-B-198	286	HDK6715523.1 TPA: OKP family class A broad-spectrum beta-lactamase [Klebsiella quasipneumoniae]	DAHBVC020000004	http://www.ncbi.nlm.nih.gov/nuccore/DAHBVC020000004?from=274852&to=275712	OKP-B-like		N ( Klebsiella quasipneumoniae Kp7965)
HCI6431621	OKP-B-199	286	HCI6431621.1 TPA: OKP family class A broad-spectrum beta-lactamase [Klebsiella quasipneumoniae subsp. similipneumoniae]	DAIIKS010000006	http://www.ncbi.nlm.nih.gov/nuccore/DAIIKS010000006?from=22986&to=23846&strand=2	OKP-B-like		N ( Klebsiella quasipneumoniae subsp. similipneumoniae)
WP_202023385	OKP-B-200	286	WP_202023385.1 broad-spectrum class A beta-lactamase OKP-B-200 [Klebsiella quasipneumoniae]	NG_244988	http://www.ncbi.nlm.nih.gov/nuccore/NG_244988?from=101&to=961	OKP-B-like		N ( Klebsiella quasipneumoniae YDKL-002)
WP_153678484	OKP-B-201	286	WP_153678484.1 broad-spectrum class A beta-lactamase OKP-B-201 [Klebsiella quasipneumoniae]	NG_244989	http://www.ncbi.nlm.nih.gov/nuccore/NG_244989?from=101&to=961	OKP-B-like		N ( Klebsiella quasipneumoniae ACES118035HE01-3)
ABL75154	OKP-B-P2	275	ABL75154.1 OKP, partial [Klebsiella pneumoniae]	DQ995288	http://www.ncbi.nlm.nih.gov/nuccore/DQ995288?from=1&to=827	OKP-B-like SHV-like		N ( Klebsiella pneumoniae )
AZA07961	OKP-C-1	286	AZA07961.1 class A broad-spectrum beta-lactamase OKP-C-1 [Klebsiella africana]	MK161464	http://www.ncbi.nlm.nih.gov/nuccore/MK161464?from=1&to=861	SHV-like		N ( Klebsiella africanensis 200023)
AZA07960	OKP-D-1	286	AZA07960.1 class A broad-spectrum beta-lactamase OKP-D-1 [Klebsiella quasivariicola]	MK161463	http://www.ncbi.nlm.nih.gov/nuccore/MK161463?from=1&to=861	OKP-D-like SHV-like		N ( Klebsiella quasivariicola 08A119)
SXD86777	OKP-D-2	286	SXD86777.1 beta-lactamase [Klebsiella quasivariicola]	UJZG01000001	http://www.ncbi.nlm.nih.gov/nuccore/UJZG01000001?from=376932&to=377792	OKP-D-like SHV-like		N ( Klebsiella quasivariicola EuSCAPE_IT371)
WP_281082899	OKP-D-3	286	WP_281082899.1 broad-spectrum class A beta-lactamase OKP-D-3 [Klebsiella quasivariicola]	NG_245030	http://www.ncbi.nlm.nih.gov/nuccore/NG_245030?from=101&to=961	OKP-D-like SHV-like		N ( Klebsiella quasivariicola )
TTN49993	OKP-D-4	286	TTN49993.1 SHV/LEN/OKP family class A beta-lactamase [Klebsiella quasivariicola]	VLPG01000011	http://www.ncbi.nlm.nih.gov/nuccore/VLPG01000011?from=113268&to=114128	OKP-D-like SHV-like		N ( Klebsiella quasivariicola Kp.61032)
WP_281078078	OKP-D-5	286	WP_281078078.1 broad-spectrum class A beta-lactamase OKP-D-5 [Klebsiella quasivariicola]	NG_245032	http://www.ncbi.nlm.nih.gov/nuccore/NG_245032?from=101&to=961	OKP-D-like SHV-like		N ( Klebsiella quasivariicola )
WP_281074870	OKP-D-6	286	WP_281074870.1 broad-spectrum class A beta-lactamase OKP-D-6 [Klebsiella quasivariicola]	NG_245033	http://www.ncbi.nlm.nih.gov/nuccore/NG_245033?from=101&to=961	OKP-D-like SHV-like		N ( Klebsiella quasivariicola )
WP_281080321	OKP-D-7	286	WP_281080321.1 broad-spectrum class A beta-lactamase OKP-D-7 [Klebsiella quasivariicola]	NG_245034	http://www.ncbi.nlm.nih.gov/nuccore/NG_245034?from=101&to=961	OKP-D-like SHV-like		N ( Klebsiella quasivariicola )
WP_224422091	OKP-D-8	286	WP_224422091.1 broad-spectrum class A beta-lactamase OKP-D-8 [Klebsiella quasivariicola]	NG_245035	http://www.ncbi.nlm.nih.gov/nuccore/NG_245035?from=101&to=961	OKP-D-like SHV-like		N ( Klebsiella quasivariicola )
AGT60041	ORF6-1	309	AGT60041.1 class A beta-lactamase [uncultured bacterium]	KF033132	http://www.ncbi.nlm.nih.gov/nuccore/KF033132?from=5645&to=6574			N ( uncultured bacterium )
SBL38557	ORN-1	291	SBL38557.1 beta-lactamase [Raoultella ornithinolytica]	FKZO01000001	http://www.ncbi.nlm.nih.gov/nuccore/FKZO01000001?from=728086&to=728961		2be	N ( Raoultella ornithinolytica )
AAS87024	ORN-2	291	AAS87024.1 beta-lactamase ORN-2 [Raoultella ornithinolytica]	AY507665	http://www.ncbi.nlm.nih.gov/nuccore/AY507665?from=173&to=1048			N ( Raoultella ornithinolytica )
AAS87025	ORN-3	291	AAS87025.1 beta-lactamase ORN-3 [Raoultella ornithinolytica]	AY507666	http://www.ncbi.nlm.nih.gov/nuccore/AY507666?from=186&to=1061			N ( Raoultella ornithinolytica )
AAS88587	ORN-4	291	AAS88587.1 ORN-4 beta-lactamase [Raoultella ornithinolytica]	AY518568	http://www.ncbi.nlm.nih.gov/nuccore/AY518568?from=173&to=1048			N ( Raoultella ornithinolytica )
AAS88588	ORN-5	291	AAS88588.1 ORN-5 beta-lactamase [Raoultella ornithinolytica]	AY518569	http://www.ncbi.nlm.nih.gov/nuccore/AY518569?from=173&to=1048			N ( Raoultella ornithinolytica )
AAS88589	ORN-6	291	AAS88589.1 ORN-6 beta-lactamase [Raoultella ornithinolytica]	AY518570	http://www.ncbi.nlm.nih.gov/nuccore/AY518570?from=168&to=1043			N ( Raoultella ornithinolytica )
AEX04382	OXY-1-1	291	AEX04382.1 beta-lactamase [Klebsiella michiganensis KCTC 1686]	CP003218	http://www.ncbi.nlm.nih.gov/nuccore/CP003218?from=2870585&to=2871460&strand=2	OXY-1-like		N ( Klebsiella oxytoca )
AAL78277	OXY-1-2	291	AAL78277.1 K1 beta-lactamase [Klebsiella oxytoca]	AY077484	http://www.ncbi.nlm.nih.gov/nuccore/AY077484?from=179&to=1054	OXY-1-like		N ( Klebsiella oxytoca )
AAL78275	OXY-1-3	291	AAL78275.1 K1 beta-lactamase [Klebsiella oxytoca]	AY077482	http://www.ncbi.nlm.nih.gov/nuccore/AY077482?from=162&to=1037	OXY-1-like		N ( Klebsiella oxytoca )
AAL78276	OXY-1-4	290	AAL78276.1 K1 beta-lactamase [Klebsiella oxytoca]	AY077483	http://www.ncbi.nlm.nih.gov/nuccore/AY077483?from=183&to=1055	OXY-1-like		N ( Klebsiella oxytoca )
CAB42615	OXY-1-6	291	CAB42615.1 beta-lactamase OXY-1a [Klebsiella oxytoca]	Y17715	http://www.ncbi.nlm.nih.gov/nuccore/Y17715?from=147&to=1022	OXY-1-like		N ( Klebsiella oxytoca )
AWG41961	OXY-1-7	291	AWG41961.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella oxytoca]	MG028661	http://www.ncbi.nlm.nih.gov/nuccore/MG028661?from=1&to=876	OXY-1-like		N ( Klebsiella oxytoca 11A1314CRGN145A)
EWF75334	OXY-1-8	290	EWF75334.1 beta-lactamase OXY-1 [Klebsiella michiganensis]	JCNU01000007	http://www.ncbi.nlm.nih.gov/nuccore/JCNU01000007?from=426917&to=427789&strand=2	OXY-1-like		N ( Klebsiella oxytoca )
ALC79258	OXY-1-9	291	ALC79258.1 beta-lactamase OXY-1-9 [Klebsiella oxytoca]	KT001247	http://www.ncbi.nlm.nih.gov/nuccore/KT001247?from=1&to=876	OXY-1-like		N ( Klebsiella oxytoca )
HCF7931709	OXY-1-11	291	HCF7931709.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAHPHC010000003	http://www.ncbi.nlm.nih.gov/nuccore/DAHPHC010000003?from=361932&to=362807&strand=2	OXY-1-like		N ( Klebsiella michiganensis )
OEG79869	OXY-1-12	290	OEG79869.1 class A beta-lactamase [Klebsiella michiganensis]	LJFC02000166	http://www.ncbi.nlm.nih.gov/nuccore/LJFC02000166?from=129023&to=129895	OXY-1-like		N ( Klebsiella michiganensis )
ARB24273	OXY-1-13	290	ARB24273.1 class A beta-lactamase [Klebsiella oxytoca]	CP020358	http://www.ncbi.nlm.nih.gov/nuccore/CP020358?from=5147641&to=5148513&strand=2	OXY-1-like		N ( Klebsiella oxytoca )
HBM2936070	OXY-1-14	291	HBM2936070.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAFIMX010000017	http://www.ncbi.nlm.nih.gov/nuccore/DAFIMX010000017?from=39922&to=40797&strand=2	OXY-1-like		N ( Klebsiella michiganensis Kox84)
WP_119834461	OXY-1-15	291	WP_119834461.1 extended-spectrum class A beta-lactamase OXY-1-15 [Klebsiella michiganensis]	NG_088418	http://www.ncbi.nlm.nih.gov/nuccore/NG_088418?from=101&to=976	OXY-1-like		N ( Klebsiella michiganensis )
MXJ81313	OXY-1-16	291	MXJ81313.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	WUMF01000005	http://www.ncbi.nlm.nih.gov/nuccore/WUMF01000005?from=80390&to=81265	OXY-1-like		N ( Klebsiella michiganensis 1305118)
QHS46647	OXY-1-17	291	QHS46647.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	CP048108	http://www.ncbi.nlm.nih.gov/nuccore/CP048108?from=2989579&to=2990454	OXY-1-like		N ( Klebsiella michiganensis )
QNE50014	OXY-1-18	291	QNE50014.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	CP060111	http://www.ncbi.nlm.nih.gov/nuccore/CP060111?from=4576169&to=4577044	OXY-1-like		N ( Klebsiella michiganensis )
MBG2697728	OXY-1-19	291	MBG2697728.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	JADRUQ010000001	http://www.ncbi.nlm.nih.gov/nuccore/JADRUQ010000001?from=79610&to=80485	OXY-1-like		N ( Klebsiella michiganensis )
HAU5056682	OXY-1-25	290	HAU5056682.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DACXNN010000473	http://www.ncbi.nlm.nih.gov/nuccore/DACXNN010000473?from=493&to=1365	OXY-1-like		N ( Klebsiella michiganensis CQS33)
HDX9142335	OXY-1-26	290	HDX9142335.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAPQLE010000017	http://www.ncbi.nlm.nih.gov/nuccore/DAPQLE010000017?from=23338&to=24210	OXY-1-like		N ( Klebsiella michiganensis )
MDH0961840	OXY-1-27	290	MDH0961840.1 OXY family extended-spectrum class A beta-lactamase [Klebsiella michiganensis]	JAOCBF010000003	http://www.ncbi.nlm.nih.gov/nuccore/JAOCBF010000003?from=62342&to=63214	OXY-1-like		N ( Klebsiella michiganensis GD03918)
MEP9877435	OXY-1-28	290	MEP9877435.1 OXY family extended-spectrum class A beta-lactamase [Klebsiella sp. GW_Kp182]	JBEAFQ010000047	http://www.ncbi.nlm.nih.gov/nuccore/JBEAFQ010000047?from=85664&to=86536	OXY-1-like		N ( Klebsiella sp. GW_Kp182)
HBK4620806	OXY-1-31	291	HBK4620806.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAFBMC010000169	http://www.ncbi.nlm.nih.gov/nuccore/DAFBMC010000169?from=463&to=1338	OXY-1-like		N ( Klebsiella michiganensis FUJ80157)
HDX9001133	OXY-1-32	291	HDX9001133.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAPQKB010000017	http://www.ncbi.nlm.nih.gov/nuccore/DAPQKB010000017?from=94302&to=95177	OXY-1-like		N ( Klebsiella michiganensis )
WBN07738	OXY-1-33	291	WBN07738.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	CP074449	http://www.ncbi.nlm.nih.gov/nuccore/CP074449?from=1227141&to=1228016&strand=2	OXY-1-like		N ( Klebsiella michiganensis S4_CRE4)
EML6557884	OXY-1-34	291	EML6557884.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	NG_245140	http://www.ncbi.nlm.nih.gov/nuccore/NG_245140?from=101&to=976	OXY-1-like		N ( Klebsiella michiganensis )
MDL4658281	OXY-1-35	291	MDL4658281.1 OXY family extended-spectrum class A beta-lactamase [Klebsiella michiganensis]	JASUVI010000001	http://www.ncbi.nlm.nih.gov/nuccore/JASUVI010000001?from=2730299&to=2731174&strand=2	OXY-1-like		N ( Klebsiella michiganensis CPO282)
MEQ5053959	OXY-1-36	291	MEQ5053959.1 OXY family extended-spectrum class A beta-lactamase [Klebsiella michiganensis]	JBEESO010000032	http://www.ncbi.nlm.nih.gov/nuccore/JBEESO010000032?from=16424&to=17299&strand=2	OXY-1-like		N ( Klebsiella michiganensis fly-1139)
MFH3048409	OXY-1-37	291	MFH3048409.1 OXY family extended-spectrum class A beta-lactamase [Klebsiella michiganensis]	JBDYRH010000019	http://www.ncbi.nlm.nih.gov/nuccore/JBDYRH010000019?from=37106&to=37981&strand=2	OXY-1-like		N ( Klebsiella michiganensis KE9326)
HBM2916282	OXY-1-38	291	HBM2916282.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAFIMT010000001	http://www.ncbi.nlm.nih.gov/nuccore/DAFIMT010000001?from=351920&to=352795&strand=2	OXY-1-like		N ( Klebsiella michiganensis Kox231)
UTX59763	OXY-1-39	291	UTX59763.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	CP092828	http://www.ncbi.nlm.nih.gov/nuccore/CP092828?from=4515410&to=4516285&strand=2	OXY-1-like		N ( Klebsiella michiganensis HOBD-7)
HDX8936896	OXY-1-41	291	HDX8936896.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAPQJN010000008	http://www.ncbi.nlm.nih.gov/nuccore/DAPQJN010000008?from=26603&to=27478&strand=2	OXY-1-like		N ( Klebsiella michiganensis )
QQO65081	OXY-1-42	291	QQO65081.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	CP061930	http://www.ncbi.nlm.nih.gov/nuccore/CP061930?from=3884667&to=3885542&strand=2	OXY-1-like		N ( Klebsiella michiganensis BD-50-Km)
HDS8139120	OXY-1-43	291	HDS8139120.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAOXXK010000001	http://www.ncbi.nlm.nih.gov/nuccore/DAOXXK010000001?from=239326&to=240201&strand=2	OXY-1-like		N ( Klebsiella michiganensis JBBBAAH-19-0140)
MBZ7390924	OXY-1-44	291	MBZ7390924.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	VNSQ01000006	http://www.ncbi.nlm.nih.gov/nuccore/VNSQ01000006?from=44608&to=45483	OXY-1-like		N ( Klebsiella michiganensis 620262455609)
HBK4592682	OXY-1-45	291	HBK4592682.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAFBLZ010000114	http://www.ncbi.nlm.nih.gov/nuccore/DAFBLZ010000114?from=2210&to=3085	OXY-1-like		N ( Klebsiella michiganensis FUJ80139)
HCN3288770	OXY-1-46	291	HCN3288770.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAFKNC020000237	http://www.ncbi.nlm.nih.gov/nuccore/DAFKNC020000237?from=909&to=1784	OXY-1-like		N ( Klebsiella michiganensis )
HEM8796040	OXY-1-47	291	HEM8796040.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DASHVK010000004	http://www.ncbi.nlm.nih.gov/nuccore/DASHVK010000004?from=236628&to=237503&strand=2	OXY-1-like		N ( Klebsiella michiganensis KLO00113)
MBZ7503657	OXY-1-48	291	MBZ7503657.1 OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	VNTE01000010	http://www.ncbi.nlm.nih.gov/nuccore/VNTE01000010?from=3568&to=4443	OXY-1-like		N ( Klebsiella michiganensis 620285505921)
HFP9376436	OXY-1-49	291	HFP9376436.1 TPA: OXY family extended-spectrum class A beta-lactamase [Klebsiella michiganensis]	DAZKET010000067	http://www.ncbi.nlm.nih.gov/nuccore/DAZKET010000067?from=1323&to=2198	OXY-1-like		N ( Klebsiella michiganensis KB18LG-0289-1)
HDV6331278	OXY-1-50	291	HDV6331278.1 TPA: OXY family class A extended-spectrum beta-lactamase [Klebsiella michiganensis]	DAPIJD010000002	http://www.ncbi.nlm.nih.gov/nuccore/DAPIJD010000002?from=193822&to=194697&strand=2	OXY-1-like		N ( Klebsiella michiganensis HV5)
WP_256625455	OXY-1-51	291	WP_256625455.1 extended-spectrum class A beta-lactamase OXY-1-51 [Klebsiella michiganensis]	NG_245063	http://www.ncbi.nlm.nih.gov/nuccore/NG_245063?from=101&to=976	OXY-1-like		N ( Klebsiella michiganensis 6678897)
CAI43414	OXY-2-1	290	CAI43414.1 beta-lactamase [Klebsiella oxytoca]	AJ871866	http://www.ncbi.nlm.nih.gov/nuccore/AJ871866?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
AAL79541	OXY-2-2	290	AAL79541.1 beta-lactamase K1 [Klebsiella oxytoca]	AF473577	http://www.ncbi.nlm.nih.gov/nuccore/AF473577?from=184&to=1056	OXY-2-like		N ( Klebsiella oxytoca )
AAL78281	OXY-2-3	289	AAL78281.2 K1 beta-lactamase [Klebsiella oxytoca]	AY077488	http://www.ncbi.nlm.nih.gov/nuccore/AY077488?from=162&to=1031	OXY-2-like		N ( Klebsiella oxytoca )
AAL78280	OXY-2-4	289	AAL78280.2 K1 beta-lactamase [Klebsiella oxytoca]	AY077487	http://www.ncbi.nlm.nih.gov/nuccore/AY077487?from=180&to=1049	OXY-2-like		N ( Klebsiella oxytoca )
AAQ75379	OXY-2-5	290	AAQ75379.1 beta-lactamase OXY-2b [Klebsiella oxytoca]	AY303807	http://www.ncbi.nlm.nih.gov/nuccore/AY303807?from=225&to=1097	OXY-2-like		N ( Klebsiella oxytoca )
AAL78278	OXY-2-6	290	AAL78278.2 K1 beta-lactamase [Klebsiella oxytoca]	AY077485	http://www.ncbi.nlm.nih.gov/nuccore/AY077485?from=184&to=1056	OXY-2-like		N ( Klebsiella oxytoca )
AFV73218	OXY-2-7	290	AFV73218.1 chromosomal Ambler class A beta-lactamase OXY2-7 [Klebsiella oxytoca]	JX559326	http://www.ncbi.nlm.nih.gov/nuccore/JX559326?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
AAL17873	OXY-2-8	290	AAL17873.1 K1 beta-lactamase OXY-2 [Klebsiella oxytoca]	AY055205	http://www.ncbi.nlm.nih.gov/nuccore/AY055205?from=182&to=1054	OXY-2-like		N ( Klebsiella oxytoca )
ACV44455	OXY-2-9	289	ACV44455.1 beta-lactamase OXY-2 [Klebsiella oxytoca]	FJ785625	http://www.ncbi.nlm.nih.gov/nuccore/FJ785625?from=132&to=1001	OXY-2-like		N ( Klebsiella oxytoca )
ACV44456	OXY-2-10	290	ACV44456.1 beta-lactamase OXY-2 [Klebsiella oxytoca]	FJ785626	http://www.ncbi.nlm.nih.gov/nuccore/FJ785626?from=132&to=1004	OXY-2-like		N ( Klebsiella oxytoca )
AAL78282	OXY-2-11	290	AAL78282.3 K1 beta-lactamase [Klebsiella oxytoca]	AY077489	http://www.ncbi.nlm.nih.gov/nuccore/AY077489?from=149&to=1021	OXY-2-like		N ( Klebsiella oxytoca )
AFV73217	OXY-2-12	290	AFV73217.1 chromosomal Ambler class A beta-lactamase OXY2-12 [Klebsiella oxytoca]	JX559325	http://www.ncbi.nlm.nih.gov/nuccore/JX559325?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
AFV73219	OXY-2-13	290	AFV73219.1 chromosomal Ambler class A beta-lactamase OXY2-13 [Klebsiella oxytoca]	JX559327	http://www.ncbi.nlm.nih.gov/nuccore/JX559327?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
AAQ75378	OXY-2-14	290	AAQ75378.1 beta-lactamase OXY-2 [Klebsiella oxytoca]	AY303806	http://www.ncbi.nlm.nih.gov/nuccore/AY303806?from=225&to=1097	OXY-2-like		N ( Klebsiella oxytoca )
AIX97178	OXY-2-15	288	AIX97178.1 beta-lactamase [Klebsiella oxytoca]	KM382431	http://www.ncbi.nlm.nih.gov/nuccore/KM382431?from=1&to=867	OXY-2-like		N ( Klebsiella oxytoca )
ESM76803	OXY-2-16	290	ESM76803.1 beta-lactamase OXY-2 [Klebsiella oxytoca MGH 42]	AYIW01000002	http://www.ncbi.nlm.nih.gov/nuccore/AYIW01000002?from=322965&to=323837&strand=2	OXY-2-like		N ( Klebsiella oxytoca )
ALC79260	OXY-2-17	290	ALC79260.1 beta-lactamase OXY-2-17 [Klebsiella oxytoca]	KT001249	http://www.ncbi.nlm.nih.gov/nuccore/KT001249?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
ALC79261	OXY-2-18	290	ALC79261.1 beta-lactamase OXY-2-18 [Klebsiella oxytoca]	KT001250	http://www.ncbi.nlm.nih.gov/nuccore/KT001250?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
ALC79262	OXY-2-19	290	ALC79262.1 beta-lactamase OXY-2-19 [Klebsiella oxytoca]	KT001251	http://www.ncbi.nlm.nih.gov/nuccore/KT001251?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
ALC79263	OXY-2-20	290	ALC79263.1 beta-lactamase OXY-2-20 [Klebsiella oxytoca]	KT001252	http://www.ncbi.nlm.nih.gov/nuccore/KT001252?from=1&to=873	OXY-2-like		N ( Klebsiella oxytoca )
EGS5474219	OXY-2-21	290	EGS5474219.1 OXY-2 family class A extended-spectrum beta-lactamase [Klebsiella oxytoca]	AAXSIS010000003	http://www.ncbi.nlm.nih.gov/nuccore/AAXSIS010000003?from=197020&to=197892&strand=2	OXY-2-like		N ( Klebsiella oxytoca )
ACN62388	OXY-2-22	290	ACN62388.1 beta-lactamase OXY-2-9 [Klebsiella oxytoca]	FJ754667	http://www.ncbi.nlm.nih.gov/nuccore/FJ754667?from=216&to=1088	OXY-2-like		N ( Klebsiella oxytoca )
SAP77304	OXY-2-23	288	SAP77304.1 beta-lactamase [Klebsiella oxytoca]	FKZT01000008	http://www.ncbi.nlm.nih.gov/nuccore/FKZT01000008?from=164057&to=164923	OXY-2-like		N ( Klebsiella oxytoca )
SAP44621	OXY-2-24	288	SAP44621.1 beta-lactamase [Klebsiella oxytoca]	FKYZ01000006	http://www.ncbi.nlm.nih.gov/nuccore/FKYZ01000006?from=146837&to=147703	OXY-2-like		N ( Klebsiella oxytoca )
PDO72816	OXY-2-25	290	PDO72816.1 class A beta-lactamase [Klebsiella oxytoca]	PCMV01000012	http://www.ncbi.nlm.nih.gov/nuccore/PCMV01000012?from=164085&to=164957	OXY-2-like		N ( Klebsiella oxytoca UNM)
CAF2893366	OXY-2-26	290	CAF2893366.1 Beta-lactamase OXY-2 [Klebsiella oxytoca]	CAJNWH010000001	http://www.ncbi.nlm.nih.gov/nuccore/CAJNWH010000001?from=4302633&to=4303505	OXY-2-like		N ( Klebsiella oxytoca )
